Area,Location,Project_Name,BHK,Sale_price,Plot_no,Survey_no,GAT_No,No_Buildings,Brokerage_Lac,Covered_Parking,Open_Parking,cal_price,final_price
883,Ravet,Runal Gateway Phase III,2,0.8438,"[nan, nan]",,,,0,1,0,8438000,8438000
1178,Ravet,Runal Gateway Phase III,3,1.1,"[nan, nan]",,,,0,1,0,11000000,11000000
612,Hinjewadi,Kolte Patil Life Republic Sector R10 10th Avenue Universe Phase I,2,0.5138,"[nan, nan]",,,,0,1,0,5138000,5138000
809,Baner,Tejraj baner,2,0.94,"[nan, nan]",,,,1.5,0,1,9400000,9250000
1130,Kharadi,Marvel Zephyr,2,1.05,"[nan, nan]",,,,1.1,1,0,10500000,10390000
4100,Kharadi,Marvel Zephyr,4,2.55,"[nan, nan]",,,,5,1,0,25500000,25000000
1980,Kharadi,Marvel Zephyr,4,2.1,"[nan, nan]",,,,4,1,0,21000000,20600000
1180,Kharadi,Geras Trinity Towers,2,1.07,"[nan, nan]",,,,2,1,0,10700000,10500000
1612,Kharadi,Vascon Forest County,3,1.75,"[nan, nan]",,,,3.5,0,1,17500000,17150000
1200,Kharadi,Marvel Zephyr,2,1.3,"[nan, nan]",,,,2.6,0,1,13000000,12740000
788,Baner,Palaash Oak,2,0.6023,"[nan, nan]",,,,0,1,0,6023000,6023000
460,Dhanori,Vijaylaxmi Laxmisatyam Residency,1,0.34,"[nan, nan]",,,,0,1,0,3400000,3400000
740,Dhanori,Polite Paradise,2,0.54,"[nan, nan]",,,,1.1,1,0,5400000,5290000
794,Fursungi,Ram Green Hive Plus A1,2,0.45,"[nan, nan]",,,,0,1,0,4500000,4500000
460,Fursungi,Majestique Aqua Phase II,1,0.28,"[nan, nan]",,,,0,1,0,2800000,2800000
1350,Kharadi,Gera North,3,1.05,"[nan, nan]",,,,1,0,1,10500000,10400000
956,Punawale,Dattwadi,3,0.74,"[nan, nan]",,,,0,1,0,7400000,7400000
1414,Balewadi,Kunal Aspiree,3,1.7,"[nan, nan]",,,,0,1,0,17000000,17000000
1247,Wakad,Pride Purple Park Ivory Phase III,3,1.64,"[nan, nan]",,,,0,1,0,16400000,16400000
1243,Wakad,Pride Purple Park Ivory Phase III,3,1.64,"[nan, nan]",,,,0,1,0,16400000,16400000
935,Wakad,Pride Purple Park Ivory Phase III,2,1.08,"[nan, nan]",,,,0,1,0,10800000,10800000
978,Thergaon,19 GRAND WEST C AND D BUILDING,3,0.9211,"[nan, nan]",,,,0,1,0,9211000,9211000
774,Thergaon,19 GRAND WEST C AND D BUILDING ,2,0.7084,"[nan, nan]",,,,0,1,0,7084000,7084000
1190,Thergaon,19 GRAND WEST C AND D BUILDING,3,1.16,"[nan, nan]",,,,0,1,0,11600000,11600000
470,Tathawade,Mahindra Happinest Tathawade,1,0.4325,"[nan, nan]",,,,0,1,0,4325000,4325000
3900,Kharadi,Marvel Zephyr,4,2.7,"[nan, nan]",,,,5,1,0,27000000,26500000
670,Punawale,Arise,2,0.53,"[nan, nan]",,,,0,1,0,5300000,5300000
933,Punawale,Pharande Puneville Phase III Cluster A,3,0.89,"[nan, nan]",,,,0,1,0,8900000,8900000
1172,Punawale,Pharande Puneville Phase III Cluster A,3,1.1,"[nan, nan]",,,,0,1,0,11000000,11000000
1959,Tathawade,Pharande Puneville,4,1.67,"[nan, nan]",,,,0,1,0,16700000,16700000
1168,Ravet,Runal Gateway Phase III,3,1.09,"[nan, nan]",,,,0,1,0,10900000,10900000
629,Hinjewadi,Kolte Patil Life Republic Sector R10 10th Avenue Universe Phase I,2,0.5208,"[nan, nan]",,,,0,1,0,5208000,5208000
1172,Hinjewadi,Kolte Patil Life Republic Sector R1 1st Avenue,3,0.9572,"[nan, nan]",,,,0,1,0,9572000,9572000
2600,Aundh,Aundh Gaon,3,4,"[nan, nan]",,,,8,1,0,40000000,39200000
1150,Magarpatta City,Kasturi La Salette,3,1,"[nan, nan]",,,,1,1,0,10000000,9900000
275,Fursungi,Majestique Aqua Phase I,1,0.185,"[nan, nan]",,,,0,1,0,1850000,1850000
870,Chokhi Dhani,Vilas Yashwin Orizzonte Phase 1,3,0.85,"[nan, nan]",,,,0,1,0,8500000,8500000
1230,Hadapsar,Kumar Prospera,3,1.42,"[nan, nan]",,,,0,1,0,14200000,14200000
1800,Kharadi,Ganga Platino Phase III,3,1.8,"[nan, nan]",,,,2,0,1,18000000,17800000
509,Fursungi,Ram Green Hive Plus A13,1,0.28,"[nan, nan]",,,,0,1,0,2800000,2800000
941,Wakad,Pride Purple Park Ivory Phase III,2,1.08,"[nan, nan]",,,,0,1,0,10800000,10800000
527,Ambegaon Budruk,Shani Nagar,1,0.2,"[nan, nan]",,,,0,0,1,2000000,2000000
642,Ambegaon Budruk,Shani Nagar,2,0.59,"[nan, nan]",,,,0,0,1,5900000,5900000
1046,Baner,Pride Platinum I And J,3,1.33,"[nan, nan]",,,,0,1,0,13300000,13300000
1291,Baner,Pride Platinum I And J,3,1.69,"[nan, nan]",,,,0,1,0,16900000,16900000
730,Baner,Supreme Estia,2,0.9025,"[nan, nan]",,,,0,1,0,9025000,9025000
1067,Baner,Supreme Estia,3,1.33,"[nan, nan]",,,,0,1,0,13300000,13300000
814,Hinjewadi,Kolte Patil Life Republic Sector R3 3rd Avenue E Building,2,0.66,"[nan, nan]",,,,0,1,0,6600000,6600000
814,Hinjewadi,Kolte Patil Life Republic Sector R3 3rd Avenue E Building,2,0.66,"[nan, nan]",,,,0,1,0,6600000,6600000
841,Hinjewadi,Kolte Patil Life Republic Sector R7 7th Avenue I Towers,2,0.67,"[nan, nan]",,,,0,1,0,6700000,6700000
960,Hinjewadi,Kolte Patil Life Republic Sector R7 7th Avenue I Towers,3,0.77,"[nan, nan]",,,,0,1,0,7700000,7700000
1212,Hinjewadi,Kolte Patil Life Republic Sector R1 1st Avenue,3,0.98,"[nan, nan]",,,,0,1,0,9800000,9800000
1159,Hinjewadi,Kolte Patil Life Republic Sector R1 1st Avenue,3,0.94,"[nan, nan]",,,,0,1,0,9400000,9400000
780,Kharadi,Gulmohar City,2,0.61,"[nan, nan]",,,,1,0,1,6100000,6000000
701,Hinjewadi,Kolte Patil Life Republic Sector R16 16th Avenue Arezo,2,0.51,"[nan, nan]",,,,0,1,0,5100000,5100000
454,Hinjewadi,Kolte Patil Life Republic Sector R16 16th Avenue Arezo,1,0.32,"[nan, nan]",,,,0,1,0,3200000,3200000
670,Punawale,G K Arise,2,0.53,"[nan, nan]",,,,0,0,1,5300000,5300000
959,Ravet,Rose Gardenia,3,0.7,"[nan, nan]",,,,0,0,1,7000000,7000000
774,Ravet,Rose Gardenia,2,0.55,"[nan, nan]",,,,0,0,1,5500000,5500000
1100,Hadapsar,Marvel Arco,2,1.07,"[nan, nan]",,,,1.1,1,0,10700000,10590000
1250,Kharadi,Eklavya Ekaika,3,1.05,"[nan, nan]",,,,1.1,0,1,10500000,10390000
1250,Kharadi,Kolte Patil Cheryl,3,1.35,"[nan, nan]",,,,1.4,0,1,13500000,13360000
1000,Kharadi,Riverdale Residences I,3,1.15,"[nan, nan]",,,,1.1,0,1,11500000,11390000
850,Punawale,Benchmark Cyprus,2,0.72,"[nan, nan]",,,,0,0,1,7200000,7200000
727,Ravet,K Ville,2,0.56,"[nan, nan]",,,,0,0,1,5600000,5600000
1012,Dhayri,Swapnangan ,3,0.645,"[nan, nan]",,,,0,1,0,6450000,6450000
1610,Parvati Darshan,Amit Montecito Phase II E Building,3,3.5,"[nan, nan]",,,,0,1,0,35000000,35000000
1400,Kharadi,Darode Shriniwas Liviano Phase I,3,2.5,"[nan, nan]",,,,2.5,1,0,25000000,24750000
1100,Kharadi,Darode Shriniwas Liviano Phase I,2,2.15,"[nan, nan]",,,,2.1,0,1,21500000,21290000
1070,Baner,Supreme Estia,3,1.32,"[nan, nan]",,,,0,1,0,13200000,13200000
970,Baner,Supreme Estia,3,1.19,"[nan, nan]",,,,0,1,0,11900000,11900000
657,Hinjewadi,Kolte Patil Life Republic Sector R7 7th Avenue I Towers,2,0.53,"[nan, nan]",,,,0,1,0,5300000,5300000
983,Hinjewadi,Kolte Patil Life Republic Sector R7 7th Avenue I Towers,3,0.79,"[nan, nan]",,,,0,1,0,7900000,7900000
1400,Kharadi,Vascon Forest County,3,1.9,"[nan, nan]",,,,1.9,1,0,19000000,18810000
709,Hinjewadi,Kolte Patil Life Republic Sector R16 16th Avenue Arezo,2,0.52,"[nan, nan]",,,,0,1,0,5200000,5200000
454,Hinjewadi,Kolte Patil Life Republic Sector R16 16th Avenue Arezo,1,0.32,"[nan, nan]",,,,0,1,0,3200000,3200000
814,Baner,Trimurti Elina Phase I & Phase II,2,0.7699,"[nan, nan]",,,,0,1,0,7699000,7699000
734,Baner,Malpani Vivanta,2,0.8569,"[nan, nan]",,,,0,1,0,8569000,8569000
745,Dhanori,Raojee Palladium Plus,2,0.64,"[nan, nan]",,,,0,0,1,6400000,6400000
762,Dhanori,Raojee Palladium Plus,2,0.65,"[nan, nan]",,,,0,0,1,6500000,6500000
1080,Lohegaon,Nyati Evita,3,0.95,"[nan, nan]",,,,0,0,1,9500000,9500000
780,Dhanori,Goel Ganga New Town,2,0.58,"[nan, nan]",,,,0,0,1,5800000,5800000
780,Dhanori,Goel Ganga New Town,2,0.59,"[nan, nan]",,,,0,0,1,5900000,5900000
1207,Mahalunge,Balaji Metro Jazz,3,1.28,"[nan, nan]",,,,0,1,0,12800000,12800000
1000,Nanded,Nanded Lalit,3,0.8,"[nan, nan]",,,,1.6,1,0,8000000,7840000
794,Balewadi,Balewadi,2,0.84,"[nan, nan]",,,,0,1,0,8400000,8400000
1126,Anand Nagar,Saarrthi Shimmer And Shine II,3,1.61,"[nan, nan]",,,,0,1,0,16100000,16100000
1750,Baner,Kalpataru Jade Residences,3,2.4,"[nan, nan]",,,,0,1,0,24000000,24000000
823,Baner,Trimurti Elina Phase I & Phase II,2,0.7755,"[nan, nan]",,,,0,1,0,7755000,7755000
736,Baner,Malpani Vivanta,2,0.8597,"[nan, nan]",,,,0,1,0,8597000,8597000
504,Baner,Malpani Vivanta,1,0.6089,"[nan, nan]",,,,0,1,0,6089000,6089000
782,Dhanori,Mantra Montana,2,0.58,"[nan, nan]",,,,0,0,1,5800000,5800000
1100,Dhanori,Mantra Montana,3,0.8,"[nan, nan]",,,,0,0,1,8000000,8000000
800,Lohegaon,Nyati Evita,2,0.64,"[nan, nan]",,,,0,0,1,6400000,6400000
1962,Mahalunge,Balaji Metro Jazz,4,2.7,"[nan, nan]",,,,0,1,0,27000000,27000000
1550,Nanded,Nanded Shubh Kalyan,3,1.4,"[nan, nan]",,,,2.8,1,0,14000000,13720000
850,Wakad,Fair mount,2,0.73,"[nan, nan]",,,,0,0,1,7300000,7300000
1053,Baner,Pride Platinum I And J,3,1.36,"[nan, nan]",,,,0,1,0,13600000,13600000
930,Lohegaon,Gini Constructions Bellina,3,0.69,"[nan, nan]",,,,1.4,1,0,6900000,6760000
771,Baner,Trimurti Elina Phase I & Phase II,2,0.7366,"[nan, nan]",,,,0,1,0,7366000,7366000
450,Talegaon Dabhade,Naiknavare Neelaya,1,0.26,"[nan, nan]",,,,0,1,0,2600000,2600000
750,Nanded,Nanded Sargam At Nanded City,2,0.8,"[nan, nan]",,,,1.6,1,0,8000000,7840000
490,Lohegaon,Shree Ram Hill View,1,0.34,"[nan, nan]",,,,0,0,1,3400000,3400000
710,Dighi,Excellaa Chesterfield,2,0.495,"[nan, nan]",,,,0,1,0,4950000,4950000
4000,Magarpatta City,Panchshil Yoo Pune,4,9,"[nan, nan]",,,,9,1,0,90000000,89100000
5200,Kharadi,Panchshil Realty Yoovillas,5,7,"[nan, nan]",,,,7,1,0,70000000,69300000
2448,Baner,Kalpataru Jade Residences,5,4.1,"[nan, nan]",,,,0,1,0,41000000,41000000
1896,Baner,Kolte Patil 24K Sereno,4,2.32,"[nan, nan]",,,,0,1,0,23200000,23200000
503,Baner,Malpani Vivanta,1,0.6076,"[nan, nan]",,,,0,1,0,6076000,6076000
2000,Balewadi,Marvel Cascada,3,2.6,,,,,2.6,1,0,26000000,25740000
2000,Balewadi,Marvel Cascada,3,2.6,,,,,2.6,1,0,26000000,25740000
700,Talegaon Dabhade,Naiknavare Neelaya Project 2,2,0.36,"[nan, nan]",,,,0,1,0,3600000,3600000
700,Talegaon Dabhade,Naiknavare Neelaya,2,0.36,"[nan, nan]",,,,0,1,0,3600000,3600000
3040,Magarpatta City,Panchshil Realty One North,4,4.3,"[nan, nan]",,,,4.3,0,1,43000000,42570000
2385,Magarpatta City,Panchshil Realty One North,3,3.2,"[nan, nan]",,,,3.3,0,1,32000000,31670000
910,Ravet,Ravet,2,0.78,"[nan, nan]",,,,0,0,1,7800000,7800000
490,Bavdhan,Bavdhan,1,0.44,"[nan, nan]",,,,0,0,1,4400000,4400000
1098,Baner,Supreme Estia,3,1.41,"[nan, nan]",,,,0,1,0,14100000,14100000
816,Dhayri,Paranjape Abhiruchi Parisar T1 T2 T3 M1A M1B And M2,2,0.71,"[nan, nan]",,,,1.4,1,0,7100000,6960000
750,Nanded,Nanded Madhuvanti,2,0.75,"[nan, nan]",,,,1.5,1,0,7500000,7350000
891,Bavdhan,Bavdhan,3,0.7,"[nan, nan]",,,,0,0,1,7000000,7000000
3538,Magarpatta City,Panchshil Realty One North,4,4.7,"[nan, nan]",,,,4.7,0,1,47000000,46530000
2037,Baner,Vaidehi Villas,3,2.57,"[nan, nan]",,,,0,1,0,25700000,25700000
726,Charholi Budruk,Manhattan at Pride World City,2,0.54,"[nan, nan]",,,,0,0,1,5400000,5400000
1200,Charholi Budruk,Pride Wellington,3,0.85,"[nan, nan]",,,,0,0,1,8500000,8500000
1200,Charholi Budruk,Pride Wellington,3,0.84,"[nan, nan]",,,,0,0,1,8400000,8400000
700,Dhanori,Krisna Nirmaan Amorapolis C Wing,2,0.58,"[nan, nan]",,,,0,0,1,5800000,5800000
450,Talegaon Dabhade,Naiknawre City,1,0.25,"[nan, nan]",,,,0,1,0,2500000,2500000
708,Bhugaon,Bhugaon,2,0.49,"[nan, nan]",,,,0,0,1,4900000,4900000
908,Bavdhan,Puraniks Abitante,3,0.78,"[nan, nan]",,,,0,1,0,7800000,7800000
492,Bavdhan,Shapoorji Vanaha,1,0.36,"[nan, nan]",,,,0,1,0,3600000,3600000
629,Baner,Puraniks Aldea Anexo,2,0.58,"[nan, nan]",,,,0,1,0,5800000,5800000
462,Mahalunge,Godrej Green Cove,1,0.4,"[nan, nan]",,,,0,1,0,4000000,4000000
774,Bavdhan,Shapoorji Oxford,2,0.6,"[nan, nan]",,,,0,1,0,6000000,6000000
1018,Bavdhan,Shapoorji Vanaha,3,0.77,"[nan, nan]",,,,0,1,0,7700000,7700000
558,Anand Nagar,Indraprashtha Apartment,1,0.28,,,,,0,0,1,2800000,2800000
558,Anand Nagar,Indraprashtha Apartment,1,0.28,,,,,0,0,1,2800000,2800000
495,Anand Nagar,Indrapratha Apartment,1,0.29,"[nan, nan]",,,,0,0,0,2900000,2900000
725,Charholi Budruk,Manhattan at Pride World City,2,0.53,"[nan, nan]",,,,0,0,1,5300000,5300000
780,Charholi Budruk,Pride Wellington,2,0.61,"[nan, nan]",,,,0,0,1,6100000,6100000
780,Charholi Budruk,Pride Wellington,2,0.61,"[nan, nan]",,,,0,0,1,6100000,6100000
1036,Charholi Budruk,Pride Kingsbury Phase II,3,0.78,"[nan, nan]",,,,0,0,1,7800000,7800000
1036,Charholi Budruk,Pride Kingsbury Phase II,3,0.79,"[nan, nan]",,,,0,0,1,7900000,7900000
987,Charholi Budruk,Pride Kingsbury Phase II,3,0.75,"[nan, nan]",,,,0,0,1,7500000,7500000
705,Dhanori,Krisna Nirmaan Amorapolis C Wing,2,0.581,"[nan, nan]",,,,0,0,1,5810000,5810000
1008,Dhanori,Krisna Nirmaan Amorapolis C Wing,3,0.8,"[nan, nan]",,,,0,0,1,8000000,8000000
700,Talegaon Dabhade,Naiknavare Neelaya Project 2,2,0.35,"[nan, nan]",,,,0,1,0,3500000,3500000
800,Pashan,Bhujbal Shivranjan Towers,2,0.8,"[nan, nan]",,,,1.6,1,0,8000000,7840000
800,Pashan,Nagpal Meadows Habitat,2,0.85,"[nan, nan]",,,,1.7,1,0,8500000,8330000
1099,Sus,Rachana Bella Casa,3,0.84,"[nan, nan]",,,,0,1,0,8400000,8400000
1600,Bavdhan,Omkar Omkar Apartment,3,1.21,"[nan, nan]",,,,2.4,1,0,12100000,11860000
792,Baner,Paranjape Schemes Yuthika,2,1.05,"[nan, nan]",,,,1,1,0,10500000,10400000
1140,Kharadi,Nyati Elysia,3,1.38,"[nan, nan]",,,,1.4,1,0,13800000,13660000
1150,Kharadi,Geras World of Joy L,3,1.38,"[nan, nan]",,,,0,1,0,13800000,13800000
450,Kharadi,Tukaram Nagar,1,0.45,"[nan, nan]",,,,0,0,0,4500000,4500000
732,Kharadi,Geras World of Joy L,2,0.74,"[nan, nan]",,,,0,1,0,7400000,7400000
807,Kharadi,Goel Ganga Serio,2,0.87,"[nan, nan]",,,,0,1,0,8700000,8700000
1060,Kharadi,Goel Ganga Serio,2,0.87,"[nan, nan]",,,,0,1,0,8700000,8700000
730,Chokhi Dhani,Vilas Yashwin Orizzonte Phase 1,2,0.74,"[nan, nan]",,,,0,1,0,7400000,7400000
2950,Kharadi,Panchshil T Villa,4,3.75,"[nan, nan]",,,,3.8,1,0,37500000,37120000
3230,Kharadi,Marvel Zephyr,4,2.75,"[nan, nan]",,,,2.8,1,0,27500000,27220000
850,Kharadi,Kolte Patil Cheryl,3,1.35,"[nan, nan]",,,,2.7,0,1,13500000,13230000
730,Chokhi Dhani,VTP Altair,2,0.75,"[nan, nan]",,,,0,0,0,7500000,7500000
1100,Kharadi,Kharadi,3,1.08,"[nan, nan]",,,,1,1,0,10800000,10700000
900,Kharadi,Yashwin orizzonte phase 2,3,0.84,"[nan, nan]",,,,0,0,1,8400000,8400000
2106,Kharadi,Panchshil Panchshil Township,3,2.6,"[nan, nan]",,,,0,1,0,26000000,26000000
645,Fursungi,Green Hive Plus,2,0.38,"[nan, nan]",,,,0,1,0,3800000,3800000
1010,Dhayri,Majestique Swapnangan,3,0.68,"[nan, nan]",,,,0,1,0,6800000,6800000
1000,Wakad,Pristine Pronext,3,0.9,"[nan, nan]",,,,0,1,0,9000000,9000000
838,Wakad,Pristine Pronext,2,0.75,"[nan, nan]",,,,0,1,0,7500000,7500000
2500,Baner,Baner Bunglow,4,3.5,"[nan, nan]",,,,3.5,0,1,35000000,34650000
757,Dhayri,MAJESTIQUE SWAPNANGAN,2,0.489,"[nan, nan]",,,,0,1,0,4890000,4890000
1002,Wakad,Aum Sanskruti Housing Casa Imperia Ph 2,3,0.79,"[nan, nan]",,,,0,1,0,7900000,7900000
701,Dhayri,Marvella,2,0.48,"[nan, nan]",,,,0,0,1,4800000,4800000
700,Dhayri,Varun Pavan,2,0.45,"[nan, nan]",,,,0,0,1,4500000,4500000
764,Dhayri,Indeshwar,2,0.48,"[nan, nan]",,,,0,0,0,4800000,4800000
725,Hinjewadi,NSG Shraddha The Royal Mirage,2,0.645,"[nan, nan]",,,,1.3,1,0,6450000,6320000
800,Wakad,5 Star Royal Entrada,2,0.699,"[nan, nan]",,,,1.4,0,1,6990000,6850000
667,Tathawade,Pyramid Atlante,2,0.6325,"[nan, nan]",,,,0,1,0,6325000,6325000
950,Wakad,Kalpataru Exquisite,3,0.985,"[nan, nan]",,,,0,1,0,9850000,9850000
750,Kharadi,AG Gracia,2,0.79,"[nan, nan]",,,,1.6,0,1,7900000,7740000
800,Kharadi,Shubh Aaugusta,2,0.82,"[nan, nan]",,,,1.6,1,0,8200000,8040000
1650,Hinjewadi,Kolte Patil Life Republic Sector R2 2nd Avenue,4,2.2,"[nan, nan]",,,,2.2,1,0,22000000,21780000
1400,Erandwane,Prabhag 36,3,3.5,"[nan, nan]",,,,0,1,0,35000000,35000000
800,Wakad,Kolte Patil Western Avenue,2,0.83,"[nan, nan]",,,,1.6,1,0,8300000,8140000
730,Baner,Supreme Estia Phase I,2,0.716,"[nan, nan]",,,,0,1,0,7160000,7160000
2450,Baner,Kalpataru Jade Residences,4,3.28,"[nan, nan]",,,,0,1,0,32800000,32800000
1178,Baner,Pride Platinum I And J,3,1.34,"[nan, nan]",,,,0,1,0,13400000,13400000
1680,Balewadi,Bhandari 43 Privet Drive,3,2.07,"[nan, nan]",,,,0,1,0,20700000,20700000
787,Balewadi,Balewadi,2,0.73,"[nan, nan]",,,,0,1,0,7300000,7300000
662,Sus,VTP Sierra Phase 2,2,0.5002,"[nan, nan]",,,,0,1,0,5002000,5002000
902,Sus,Rachana Bella Casa,2,0.71,"[nan, nan]",,,,0,1,0,7100000,7100000
2195,Balewadi,Wisdom Park,4,2.1,"[nan, nan]",,,,0,1,0,21000000,21000000
779,Warje,JK Towers,2,0.7364,"[nan, nan]",,,,0,1,0,7364000,7364000
1055,Warje,JK Towers,3,0.9968,"[nan, nan]",,,,0,1,0,9968000,9968000
727,Ravet,Sukhwani Artize,2,0.59,"[nan, nan]",,,,0,0,1,5900000,5900000
2500,Kharadi,Darode Shriniwas Liviano Phase I,4,1.8,"[nan, nan]",,,,1.8,0,1,18000000,17820000
687,Hinjewadi,Rohan Prathama,2,0.62,"[nan, nan]",,,,0,0,1,6200000,6200000
2010,Balewadi,Anp Universe,4,2.4,"[nan, nan]",,,,0,1,0,24000000,24000000
1070,Baner,Supreme Estia Phase I,3,1.06,"[nan, nan]",,,,0,1,0,10600000,10600000
720,Hinjewadi,Sagar Accord,2,0.6,"[nan, nan]",,,,0,1,0,6000000,6000000
773,Balewadi,Gagan Klara,2,0.68,"[nan, nan]",,,,0,1,0,6800000,6800000
1200,Kharadi,Kolte Patil Beryl,3,1.18,"[nan, nan]",,,,1.2,1,0,11800000,11680000
446,Baner,Blue Pearl 18 Casita,1,0.54,"[nan, nan]",,,,0,1,0,5400000,5400000
766,Hinjewadi,Nirvaan Oneness,2,0.64,"[nan, nan]",,,,0,1,0,6400000,6400000
1190,Pashan,Paranjape Magnolia,2,1.1,"[nan, nan]",,,,2.2,1,0,11000000,10780000
850,Kharadi,Gulmohar Park view ,2,0.83,"[nan, nan]",,,,1.7,0,1,8300000,8130000
727,Mahalunge,Pristine Equilife Homes Phase III,2,0.6423,"[nan, nan]",,,,0,0,1,6423000,6423000
1022,Warje,JK Towers,3,0.966,"[nan, nan]",,,,0,1,0,9660000,9660000
611,Wagholi,Kolte Ivy Estate,2,0.4,"[nan, nan]",,,,0,0,1,4000000,4000000
430,Manjari Khurd,Godrej Parkridge,1,0.35,"[nan, nan]",,,,0,0,1,3500000,3500000
824,Kharadi,Nyati Elysia,2,0.82,"[nan, nan]",,,,0,0,1,8200000,8200000
755,Mundhwa,K City,2,0.57,"[nan, nan]",,,,0,0,1,5700000,5700000
960,Mundhwa,K City,3,0.76,"[nan, nan]",,,,0,0,1,7600000,7600000
1248,Wakad,Pride Purple Park Ivory,3,1.51,"[nan, nan]",,,,1.4,0,1,15100000,14960000
1900,Wakad,Kasturi Epitome,4,2.4,"[nan, nan]",,,,2.5,0,1,24000000,23750000
1168,Balewadi,Balewadi,3,1.15,"[nan, nan]",,,,0,0,1,11500000,11500000
654,Tathawade,Dattwadi,2,0.52,"[nan, nan]",,,,0,0,1,5200000,5200000
922,Kothrud,Tarika Park Kothrud,3,1.45,"[nan, nan]",,,,0,1,0,14500000,14500000
1503,Baner,Kolte Patil 24K Sereno,3,1.73,"[nan, nan]",,,,0,1,0,17300000,17300000
1440,Wagholi,Kolte Patil Ivy Villa,3,1.62,"[nan, nan]",,,,0,0,1,16200000,16200000
780,Kharadi,Duville Riverdale Grove,3,0.81,"[nan, nan]",,,,0,0,1,8100000,8100000
897,Kharadi,Goel Ganga Altus Wing D And E,3,0.84,"[nan, nan]",,,,0,0,1,8400000,8400000
1200,Baner,Pride Platinum,3,1.35,"[nan, nan]",,,,1.5,0,1,13500000,13350000
942,Wakad,Pride Purple Park Ivory,2,1.06,"[nan, nan]",,,,1.8,0,1,10600000,10420000
830,Balewadi,kunal rise and shine,2,0.82,"[nan, nan]",,,,0,0,1,8200000,8200000
2522,Kharadi,Panchshil Panchshil Township,4,3.5,"[nan, nan]",,,,0,0,1,35000000,35000000
700,Tathawade,austin arena,2,0.65,"[nan, nan]",,,,0,0,1,6500000,6500000
800,Tathawade,austin arena,2,0.73,"[nan, nan]",,,,0,0,1,7300000,7300000
1103,Wagholi,Gagan Adira,3,0.82,"[nan, nan]",,,,0,1,0,8200000,8200000
824,Kharadi,Majestique Towers East,2,0.724,"[nan, nan]",,,,0,1,0,7240000,7240000
740,Wakad,Prapti Estella,2,0.57,"[nan, nan]",,,,0,0,1,5700000,5700000
580,Dhayri,Skyi starcity,2,0.39,"[nan, nan]",,,,0,0,1,3900000,3900000
751,Dhayri,Skyi starcity,3,0.51,"[nan, nan]",,,,0,0,1,5100000,5100000
984,Dhayri,Madhukosh,3,0.95,"[nan, nan]",,,,0,0,1,9500000,9500000
693,Undri,38 Park Majestique,2,0.43,"[nan, nan]",,,,0,0,1,4300000,4300000
914,Undri,38 Park Majestique,3,0.56,"[nan, nan]",,,,0,1,0,5600000,5600000
792,Mohammadwadi,Kumar Palmspring Towers A6 A7 And B3,2,0.68,"[nan, nan]",,,,0,1,0,6800000,6800000
1115,Mohammadwadi,Kumar Palmspring Towers A6 A7 And B3,3,0.98,"[nan, nan]",,,,0,1,0,9800000,9800000
751,Mundhwa,Mantra Codename Wonderland,2,0.55,"[nan, nan]",,,,0,0,1,5500000,5500000
941,Mundhwa,Mantra Codename Wonderland,3,0.7,"[nan, nan]",,,,0,0,1,7000000,7000000
726,Mundhwa,Sukhwani Hermosa Casa,2,0.64,"[nan, nan]",,,,0,0,1,6400000,6400000
860,Mundhwa,Sukhwani Hermosa Casa,3,0.81,"[nan, nan]",,,,0,0,1,8100000,8100000
742,Kharadi,Prasun Sarvam,2,0.71,"[nan, nan]",,,,0,0,1,7100000,7100000
735,Kharadi,Prasun Sarvam,2,0.7,"[nan, nan]",,,,0,0,1,7000000,7000000
1400,Kharadi,Marvel Citrine,3,1.4,"[nan, nan]",,,,1.4,1,0,14000000,13860000
739,Kharadi,Nirman Altius Phase 2 - B Wing,2,0.72,"[nan, nan]",,,,0,0,1,7200000,7200000
718,Kharadi,Shubh Shagun,2,0.67,"[nan, nan]",,,,0,0,1,6700000,6700000
440,Wagholi,utsav residency phase 2,1,0.3,"[nan, nan]",,,,0,0,1,3000000,3000000
628,Wagholi,utsav residency phase 2,2,0.4,"[nan, nan]",,,,0,0,1,4000000,4000000
948,Wagholi,Rohan Abhilasha Wing B,3,0.65,"[nan, nan]",,,,0,0,0,6500000,6500000
740,Wagholi,Ajmera Group Exotica,2,0.52,"[nan, nan]",,,,0,0,1,5200000,5200000
861,Wagholi,Gagan Adira,2,0.66,"[nan, nan]",,,,0,1,0,6600000,6600000
730,Kharadi,Yashwin Orizzonte Phase 2,2,0.7,"[nan, nan]",,,,0,1,0,7000000,7000000
700,Warje,Trailokya Meghmalhar,2,0.66,"[nan, nan]",,,,0,1,0,6600000,6600000
795,Mundhwa,Venkatesh Graffiti elan,2,0.56,"[nan, nan]",,,,0,0,1,5600000,5600000
1032,Hinjewadi,32 Pinewood Drive,3,0.75,"[nan, nan]",,,,0,0,1,7500000,7500000
1269,Bavdhan,Bavdhan,3,1.26,"[nan, nan]",,,,0,0,1,12600000,12600000
759,Dhayri,Mmajestique Swapnangan,2,0.535,"[nan, nan]",,,,0,1,0,5350000,5350000
740,Undri,Ganga Millennia,2,0.48,"[nan, nan]",,,,0,1,0,4800000,4800000
