Area,Location,Project_Name,BHK,Sale_price,Plot_no,Survey_no,GAT_No,No_Buildings,Brokerage_Lac,Covered_Parking,Open_Parking,cal_price,final_price
1689,Balewadi,Kunal Aspiree,4,2,"[nan, nan]",,,,0,1,0,20000000,20000000
500,Charholi Budruk,Nexus Gulmohar,1,0.25,"[nan, nan]",,,,0,0,1,2500000,2500000
1148,Mundhwa,Koregaon Park Annexe,3,1.47,"[nan, nan]",,,,0,1,0,14700000,14700000
834,Mundhwa,Koregaon Park Annexe,2,1.07,"[nan, nan]",,,,0,1,0,10700000,10700000
569,Talegaon Dabhade,Naiknavare Neelaya Project 2,2,0.3,"[nan, nan]",,,,0,1,0,3000000,3000000
800,Aundh,Sequoia Viraj Sequoia,2,1.18,"[nan, nan]",,,,0,1,0,11800000,11800000
1100,Aundh,Sequoia Viraj Sequoia,3,1.7,"[nan, nan]",,,,0,1,0,17000000,17000000
1344,Erandwane,Prashant,3,2.9,"[nan, nan]",,,,2.9,1,0,29000000,28710000
1318,Erandwane,Sparsh Apartment,3,2.93,"[nan, nan]",,,,0,1,0,29300000,29300000
1455,Erandwane,Sparsh Apartment,4,3.22,"[nan, nan]",,,,0,1,0,32200000,32200000
1042,Pimple Saudagar,Pimple Saudagar,3,1.45,"[nan, nan]",,,,0,1,0,14500000,14500000
1298,Pimple Saudagar,Pimple Saudagar,3,1.79,"[nan, nan]",,,,0,1,0,17900000,17900000
831,Pimple Saudagar,YASHADA REALTY VANTAGE 21,2,1.14,"[nan, nan]",,,,0,1,0,11400000,11400000
836,Pimple Saudagar,Pimple Saudagar,2,1.15,"[nan, nan]",,,,0,1,0,11500000,11500000
538,Pimpri Chinchwad,Achalare Spring Gardens Phase I,2,0.47,,,,2,0,0,0,4700000,4700000
636,Pimpri Chinchwad,Achalare Spring Gardens Phase I,2,0.556,,,,2,0,0,0,5560000,5560000
894,Baner Road,HNK Platinum Glory,3,0.88,,,,,0,0,0,8800000,8800000
1084,Baner Road,HNK Platinum Glory,3,1.05,,,,,0,0,0,10500000,10500000
422,Pimpri Chinchwad,Menlo Hinjewadi Phase 2,1,0.3451, 3C ,,,,0,0,0,3451000,3451000
684,Pimpri Chinchwad,Menlo Hinjewadi Phase 2,2,0.5441, 3C ,,,,0,0,0,5441000,5441000
779,Pimpri Chinchwad,Rahul Aston,2,0.6673,,,,,0,0,0,6673000,6673000
978,Pimpri Chinchwad,Rahul Aston,3,0.8698,,,,,0,0,0,8698000,8698000
647,Pimpri Chinchwad,Yashada Epic Phase 1,2,0.7761,,18/1/1 P,,3,0,0,0,7761000,7761000
1261,Pimpri Chinchwad,Yashada Epic Phase 1,3,1.52,,18/1/1 P,,3,0,0,0,15200000,15200000
634,Nagar Road,Geras World Of Joy S,2,0.6649,,,1343,2,0,0,0,6649000,6649000
1059,Nagar Road,Geras World Of Joy S,3,1.18,,,1343,2,0,0,0,11800000,11800000
713,Pimpri Chinchwad,Austin Park Nxt,2,0.65,,,,,0,0,0,6500000,6500000
841,Pimpri Chinchwad,Austin Park Nxt,2.5,0.7431,,,,,0,0,0,7431000,7431000
525,Pimpri Chinchwad,Saarrthi Skybay II,1,0.4564,,,,2,0,0,0,4564000,4564000
771,Pimpri Chinchwad,Saarrthi Skybay II,2,0.6428,,,,2,0,0,0,6428000,6428000
465,Handewadi Road-Hadapsar,Kingston Aura,1,0.315,,8,,5,0,0,0,3150000,3150000
1089,Handewadi Road-Hadapsar,Kingston Aura,3,0.6566,,8,,5,0,0,0,6566000,6566000
494,Pimpri Chinchwad,Kohinoor Coral,2,0.455,B2,41/4,,5,0,0,0,4550000,4550000
560,Pimpri Chinchwad,Kohinoor Coral,2,0.525,B2,41/4,,5,0,0,0,5250000,5250000
910,Wagholi,Gagan Adira,2,0.4689,,,,4,0,0,0,4689000,4689000
2090,Wagholi,Gagan Adira,3,1.08,,,,4,0,0,0,10800000,10800000
628,Pimpri Chinchwad,Sukhwani Artize,2,0.506,,100/2,,2,0,0,0,5060000,5060000
672,Pimpri Chinchwad,Sukhwani Artize,2,0.5325,,100/2,,2,0,0,0,5325000,5325000
650,Pimpri Chinchwad,Rama Krystal One Phase I,2,0.42,,,96,2,0,0,0,4200000,4200000
750,Pimpri Chinchwad,Rama Krystal One Phase I,2,0.48,,,96,2,0,0,0,4800000,4800000
559,Dhayri,Majestique Mrugavarsha Phase II,2,0.449,,117 Part,,3,0,0,0,4490000,4490000
611,Dhayri,Majestique Mrugavarsha Phase II,2,0.529,,117 Part,,3,0,0,0,5290000,5290000
491,Pimpri Chinchwad,Newton Homes,1,0.39,,,,,0,0,0,3900000,3900000
809,Pimpri Chinchwad,Newton Homes,3,0.66,,,,,0,0,0,6600000,6600000
414,Sus Road-Pashan,Kiran Samruddhi A,1,0.36,,213/5 And 293/5,,,0,0,0,3600000,3600000
611,Sus Road-Pashan,Kiran Samruddhi A,2,0.46,,213/5 And 293/5,,,0,0,0,4600000,4600000
692,Pimpri Chinchwad,Kalp Avenue,2,0.5981,148/1,,,,0,0,0,5981000,5981000
722,Pimpri Chinchwad,Kalp Avenue,2,0.6214,148/1,,,,0,0,0,6214000,6214000
662,Sus Road-Pashan,VTP Verve,2,0.61,,,,6,0,0,0,6100000,6100000
1218,Sus Road-Pashan,VTP Verve,3,1.18,,,,6,0,0,0,11800000,11800000
1211,Pimple Saudagar,Pimple Saudagar,3,1.68,"[nan, nan]",,,,0,1,0,16800000,16800000
1060,Erandwane,Prabhag 36,3,2.08,"[nan, nan]",,,,2,1,0,20800000,20600000
3170,Sangamvadi,Sangamvadi,4,8,"[nan, nan]",,,,8,1,0,80000000,79200000
1142,Aundh,VB Aundh Renaissance,3,1.9,"[nan, nan]",,,,0,1,0,19000000,19000000
1256,Aundh,VB Aundh Renaissance,3,2.08,"[nan, nan]",,,,0,1,0,20800000,20800000
1365,Aundh,kalash trove,3,1.9,"[nan, nan]",,,,0,1,0,19000000,19000000
721,Wagholi,Goel Ganga Hill Shire Ph I,2,0.47,"[nan, nan]",,,,0,0,1,4700000,4700000
1001,Wagholi,Goel Ganga Hill Shire Ph I,3,0.685,"[nan, nan]",,,,0,0,1,6850000,6850000
473,Wagholi,Venkatesh Oxy Desire,1,0.25,"[nan, nan]",,,,0,0,0,2500000,2500000
730,Wagholi,Venkatesh Oxy Desire,2,0.4,"[nan, nan]",,,,0,0,0,4000000,4000000
440,Wagholi,Goel Ganga Hill Shire Ph I,1,0.31,"[nan, nan]",,,,0,0,1,3100000,3100000
1200,Aundh,Wireless Colony,3,1.15,"[nan, nan]",,,,2.1,1,0,11500000,11290000
1250,Aundh,Naiknavare Housing Sylvan Heights,3,1.65,"[nan, nan]",,,,3.3,1,0,16500000,16170000
1450,Aundh,Nandan Vatsalya Vihar,3,1.65,"[nan, nan]",,,,2,1,0,16500000,16300000
850,Aundh,DSK Akash Ganga,2,0.95,"[nan, nan]",,,,2,1,0,9500000,9300000
1212,Aundh,Gaikwad Villa,3,1.89,"[nan, nan]",,,,3.8,1,0,18900000,18520000
836,Pimple Saudagar,Vivanta Vantage Twenty One,2,1.03,"[nan, nan]",,,,0,1,0,10300000,10300000
850,Aundh,Naiknavare Housing Clarion Park,2,0.95,"[nan, nan]",,,,1.9,1,0,9500000,9310000
1650,Magarpatta City,Shubh Casa Feliz Phase I,3,1.5,"[nan, nan]",,,,1.5,1,0,15000000,14850000
738,Pimpri Chinchwad,Five Star ANP Memento,3,0.7028,,,,3,0,0,0,7028000,7028000
1201,Pimpri Chinchwad,Five Star ANP Memento,3.5,1.15,,,,3,0,0,0,11500000,11500000
441,Talegaon Dabhade,Treemount Phase 2,1,0.2274,,69/3/1,,,0,0,0,2274000,2274000
454,Talegaon Dabhade,Treemount Phase 2,1,0.2334,,69/3/1,,,0,0,0,2334000,2334000
668,Baner,Supreme Estia Phase I,2,0.8901,,,,,0,0,0,8901000,8901000
1021,Baner,Supreme Estia Phase I,3,1.36,,,,,0,0,0,13600000,13600000
348,Wagholi,Rohan Abhilasha Wing A,1,0.27,,,1447,,0,0,0,2700000,2700000
545,Wagholi,Rohan Abhilasha Wing A,2,0.4107,,,1447,,0,0,0,4107000,4107000
737,Anand Nagar,Welworth Bluescapes,2,0.8484,,13/1A/1,,,0,0,0,8484000,8484000
815,Anand Nagar,Welworth Bluescapes,2,0.9279,,13/1A/1,,,0,0,0,9279000,9279000
354,Pimpri Chinchwad,Divine Palm Spring,1,0.4008,,,,,0,0,0,4008000,4008000
533,Pimpri Chinchwad,Divine Palm Spring,2,0.6001,,,,,0,0,0,6001000,6001000
537,Hinjewadi,Shapoorji Pallonji Sensorium Phase III,2,0.4833,,,,,0,0,0,4833000,4833000
797,Hinjewadi,Shapoorji Pallonji Sensorium Phase III,3,0.7173,,,,,0,0,0,7173000,7173000
624,Handewadi Road-Hadapsar,Majestique Rhythm County Phase II,2,0.435,,,,4,0,0,0,4350000,4350000
791,Handewadi Road-Hadapsar,Majestique Rhythm County Phase II,3,0.545,,,,4,0,0,0,5450000,5450000
725,Kharadi,VTP Altair,2,0.703,,,,3,0,0,0,7030000,7030000
1242,Kharadi,VTP Altair,3,1.2,,,,3,0,0,0,12000000,12000000
662,Kharadi,Majestique Marbella Phase 1,2,0.7944,,,,2,0,0,0,7944000,7944000
853,Kharadi,Majestique Marbella Phase 1,3,1.02,,,,2,0,0,0,10200000,10200000
757,Dhayri,Majestique Swapnangan Wing A And Wing B,2,0.489,,,,2,0,0,0,4890000,4890000
1012,Dhayri,Majestique Swapnangan Wing A And Wing B,3,0.656,,,,2,0,0,0,6560000,6560000
470,Pimpri Chinchwad,Saheel Waterfront,1,0.34,,,,,0,0,0,3400000,3400000
710,Pimpri Chinchwad,Saheel Waterfront,2,0.5,,,,,0,0,0,5000000,5000000
2214,Bavdhan,Shrem Kekarav Phase I,1,1.25,,,,,0,0,0,12500000,12500000
6272,Bavdhan,Shrem Kekarav Phase I,2,3.1,,,,,0,0,0,31000000,31000000
745,Pimpri Chinchwad,Divine Bliss,2,0.4757,,37/2 ,,2,0,0,0,4757000,4757000
793,Pimpri Chinchwad,Divine Bliss,2,0.5143,,37/2 ,,2,0,0,0,5143000,5143000
572,Lohegaon,Keshar Gold,1,0.3669,,,,,0,0,0,3669000,3669000
941,Lohegaon,Keshar Gold,2,0.5811,,,,,0,0,0,5811000,5811000
299,Dhayri,Majestique Venice,1,0.377,,48,,3,0,0,0,3770000,3770000
520,Dhayri,Majestique Venice,2,0.5796,,48,,3,0,0,0,5796000,5796000
670,Wagholi,Manav Wildwoods 2,2,0.425,"[nan, nan]",,,,0,0,1,4250000,4250000
620,Manjari Khurd,VTP Township Codename Pegasus,2,0.52,"[nan, nan]",,,,0,0,0,5200000,5200000
840,Manjari Khurd,VTP Township Codename Pegasus,3,0.7,"[nan, nan]",,,,0,0,0,7000000,7000000
530,Wagholi,Mulik Luxuria E Wing,1,0.3,"[nan, nan]",,,,0,0,1,3000000,3000000
533,Wagholi,F5 Silver Crest,1,0.315,"[nan, nan]",,,,0,0,1,3150000,3150000
670,Wagholi,Manav Wildwoods 2,2,0.425,"[nan, nan]",,,,0,0,1,4250000,4250000
480,Wagholi,Bairis,1,0.3,"[nan, nan]",,,,0,0,1,3000000,3000000
738,Wagholi,F5 Silver Crest,2,0.425,"[nan, nan]",,,,0,0,1,4250000,4250000
1300,Mohammadwadi,Mohammadwadi,3,1.4,"[nan, nan]",,,,1,0,1,14000000,13900000
1600,Wagholi,Solacia Villa,3,1.2,"[nan, nan]",,,,1.2,1,0,12000000,11880000
805,Chandan Nagar,Chandan Nagar,2,0.63,"[nan, nan]",,,,1,0,1,6300000,6200000
480,Bhugaon,Songbirds,2,0.72,"[nan, nan]",,,,1.5,1,0,7200000,7050000
425,Aundh,Wireless Colony,1,0.4,"[nan, nan]",,,,0,1,0,4000000,4000000
6100,Kalyani Nagar,Panchshil Trump Towers,5,13,"[nan, nan]",,,,0,0,1,130000000,130000000
640,Hadapsar,Prithvi Proximus,2,0.7,"[nan, nan]",,,,0,0,1,7000000,7000000
1600,Mohammadwadi,Nyati Epitome,3,1.25,"[nan, nan]",,,,1,0,1,12500000,12400000
750,Handewadi,Mantra Senses,2,0.45,"[nan, nan]",,,,1,1,0,4500000,4400000
2200,Aundh,Nirmiti Ragdari Apartment,3,2.2,"[nan, nan]",,,,4.4,1,0,22000000,21560000
680,Ambegaon Budruk,Chirag Grande View 7,2,0.565,"[nan, nan]",,,,0,1,0,5650000,5650000
450,Ambegaon Budruk,Chirag Grande View 7,1,0.38,"[nan, nan]",,,,0,1,0,3800000,3800000
409,Pimpri Chinchwad,Sai Dwarka,1,0.2778,,35,,2,0,0,0,2778000,2778000
696,Pimpri Chinchwad,Sai Dwarka,2,0.4542,,35,,2,0,0,0,4542000,4542000
718,Mohammadwadi,Lodha Codename Only The Best,4,0.88,,36 Part And 28 Part,,,0,0,0,8800000,8800000
2134,Mohammadwadi,Lodha Codename Only The Best,5,2.8,,36 Part And 28 Part,,,0,0,0,28000000,28000000
676,Pimpri Chinchwad,Celestial City Phase II Building A E H,2,0.5985,,,,3,0,0,0,5985000,5985000
1099,Pimpri Chinchwad,Celestial City Phase II Building A E H,4,0.9595,,,,3,0,0,0,9595000,9595000
765,Pimpri Chinchwad,Rama Celestial City Phase II Building I J K,2,0.6628,,86,,3,0,0,0,6628000,6628000
1029,Pimpri Chinchwad,Rama Celestial City Phase II Building I J K,3,0.8935,,86,,3,0,0,0,8935000,8935000
485,Pimpri Chinchwad,Arise,1,0.365,,,,5,0,0,0,3650000,3650000
669,Pimpri Chinchwad,Arise,2,0.48,,,,5,0,0,0,4800000,4800000
593,Undri,Nyati Exuberance,2,0.5334,"[nan, nan]",,,,0,0,0,5334000,5334000
611,Sus Road-Pashan,VTP Sierra,2,0.56,,,,,0,0,0,5600000,5600000
1109,Sus Road-Pashan,VTP Sierra,3,1.07,,,,,0,0,0,10700000,10700000
471,Dhayri,Marvella,1,0.329,,,,3,0,0,0,3290000,3290000
701,Dhayri,Marvella,2,0.485,,,,3,0,0,0,4850000,4850000
685,Pimpri Chinchwad,Star Vista,2,0.482,,,,2,0,0,0,4820000,4820000
737,Pimpri Chinchwad,Star Vista,2,0.5156,,,,2,0,0,0,5156000,5156000
432,Alandi Road,Sapphire Towers,1,0.2121,,,,2,0,0,0,2121000,2121000
700,Alandi Road,Sapphire Towers,2,0.42,,,,2,0,0,0,4200000,4200000
241,Kharadi,Geras World of Joy L,2,0.33,,,,2,0,0,0,3300000,3300000
1059,Kharadi,Geras World of Joy L,3,1.18,,,,2,0,0,0,11800000,11800000
683,Pimpri Chinchwad,173 West Oaks,2,0.64,,173/2/2,,,0,0,0,6400000,6400000
721,Pimpri Chinchwad,173 West Oaks,2,0.67,,173/2/2,,,0,0,0,6700000,6700000
1180,Paud Road,Puravankara Aspire,2,1.12,,,,2,0,0,0,11200000,11200000
1805,Paud Road,Puravankara Aspire,3,1.54,,,,2,0,0,0,15400000,15400000
666,Balewadi,Manav Perfect 10 Phase IV,2,0.81,"[nan, nan]",38,,,0,0,0,8100000,8100000
653,Pimpri Chinchwad,Pegasus Megapolis Mystic Phase 2,3,0.6966,,,,2,0,0,0,6966000,6966000
1138,Pimpri Chinchwad,Pegasus Megapolis Mystic Phase 2,5,1.04,,,,2,0,0,0,10400000,10400000
683,Mundhwa,PGD Pinnacle,2,0.5641,"['9', '9']",,,3,0,0,0,5641000,5641000
673,Pashan Road,VTP Solitaire Phase 1 A B,2,0.8686,,"135/5/1, 135/5/2, 135/6 Part, 135/6/1",,2,0,0,0,8686000,8686000
923,Pashan Road,VTP Solitaire Phase 1 A B,3,1.21,,"135/5/1, 135/5/2, 135/6 Part, 135/6/1",,2,0,0,0,12100000,12100000
865,Chandan Nagar,Chandan Nagar,2,0.67,"[nan, nan]",,,,1,0,1,6700000,6600000
820,Wagholi,Rohan Yuva Building E,2,0.48,"[nan, nan]",,,,0,0,0,4800000,4800000
1990,Baner,Baner,4,2.23,"[nan, nan]",,,,0,1,0,22300000,22300000
1305,Baner,Supreme Estia,3,1.6,"[nan, nan]",,,,0,1,0,16000000,16000000
811,Baner,Majestique Signature Towers,2,0.988,"[nan, nan]",,,,0,1,0,9880000,9880000
1824,Wakad,Shankar Kalat Nagar,4,2.3,"[nan, nan]",,,,0,1,0,23000000,23000000
776,Baner,Kasturi The Balmoral Riverside,3,1.92,"[nan, nan]",,,,0,1,0,19200000,19200000
1300,Baner,Kalpataru Jade Residences,3,1.6,"[nan, nan]",,,,0,1,0,16000000,16000000
1112,Baner,Tejraaj Group Elevia,3,1.3,"[nan, nan]",,,,0,1,0,13000000,13000000
1106,Wakad,Shankar Kalat Nagar,3,0.9795,"[nan, nan]",,,,0,1,0,9795000,9795000
3498,Bavdhan,Bavdhan,4,3.5,"[nan, nan]",,,,0,1,0,35000000,35000000
691,Bavdhan,Bavdhan,2,0.6,"[nan, nan]",,,,0,1,0,6000000,6000000
823,Bavdhan,Bavdhan,2,0.77,"[nan, nan]",,,,0,1,0,7700000,7700000
2400,Kharadi,Darode Shriniwas Liviano Phase I,4,2.2,"[nan, nan]",,,,2.2,0,1,22000000,21780000
661,Punawale,Krisala 41 Estera,2,0.4464,"[nan, nan]",,,,0,1,0,4464000,4464000
1750,Bavdhan,Kolte Patil 24K Stargaze,4,1.69,"[nan, nan]",,,,0,1,0,16900000,16900000
826,Bavdhan,Bavdhan,2,0.7176,"[nan, nan]",,,,0,1,0,7176000,7176000
849,Punawale,Krisala 41 Estera,3,0.5657,"[nan, nan]",,,,0,1,0,5657000,5657000
783,Balewadi,Balewadi,2,0.78,"[nan, nan]",,,,0,1,0,7800000,7800000
1235,Bavdhan,Ganga Legends County,3,1.15,"[nan, nan]",,,,0,1,0,11500000,11500000
602,Pimpri Chinchwad,Kolte Patil Life Republic Sector R1 1st Avenue,2,0.63,74,,,7,0,0,0,6300000,6300000
862,Pimpri Chinchwad,Kolte Patil Life Republic Sector R1 1st Avenue,3,0.9645,74,,,7,0,0,0,9645000,9645000
1120,Mohammadwadi,Chaphalkar Elina Living Wing C And D,2,0.7423,,43,,2,0,0,0,7423000,7423000
1130,Mohammadwadi,Chaphalkar Elina Living Wing C And D,2,0.7496,,43,,2,0,0,0,7496000,7496000
718,Dhanori,Goel Ganga Aria,2,0.5916,,24,,,0,0,0,5916000,5916000
1405,Dhanori,Goel Ganga Aria,3,0.9564,,24,,,0,0,0,9564000,9564000
1046,Baner,Pride Pride Platinum,3,1.29,,16,,8,0,0,0,12900000,12900000
1345,Baner,Pride Pride Platinum,3,1.75,,16,,8,0,0,0,17500000,17500000
783,Pashan Road,Ganga Legends County,3,0.86,,305,,2,0,0,0,8600000,8600000
1235,Pashan Road,Ganga Legends County,3.5,1.35,,305,,2,0,0,0,13500000,13500000
722,Pimpri Chinchwad,Twin Vaastu Imperial Wing A,2,0.7603,,23-Jan,,,0,0,0,7603000,7603000
1073,Pimpri Chinchwad,Twin Vaastu Imperial Wing A,3,1.07,,23-Jan,,,0,0,0,10700000,10700000
709,Pimpri Chinchwad,Malpani Cereza,2,0.5601,27-May,,,2,0,0,0,5601000,5601000
716,Pimpri Chinchwad,Malpani Cereza,2,0.5657,27-May,,,2,0,0,0,5657000,5657000
593,Viman Nagar,LMS Finswell,2,0.66,,,,,0,0,0,6600000,6600000
852,Viman Nagar,LMS Finswell,3,0.9483,,,,,0,0,0,9483000,9483000
480,Pimpri Chinchwad,Sonigara Blue Dice D1 D2 And D3,1,0.32,,,"1593, 1596, 1597/1, 1597/2",3,0,0,0,3200000,3200000
720,Pimpri Chinchwad,Sonigara Blue Dice D1 D2 And D3,2,0.4468,,,"1593, 1596, 1597/1, 1597/2",3,0,0,0,4468000,4468000
722,Pimpri Chinchwad,Kasturi Building A3 Eon Homes,2,0.72,,,,,0,0,0,7200000,7200000
824,Pimpri Chinchwad,Kasturi Building A3 Eon Homes,3,0.94,,,,,0,0,0,9400000,9400000
587,Mohammadwadi,Gagan Ela,2,0.7,,,,3,0,0,0,7000000,7000000
984,Mohammadwadi,Gagan Ela,3,1.14,,,,3,0,0,0,11400000,11400000
472,Mundhwa,Konark Virtue,1,0.4415,,41/12/13 ,,4,0,0,0,4415000,4415000
792,Mundhwa,Konark Virtue,2,0.687,,41/12/13 ,,4,0,0,0,6870000,6870000
721,Manjari Road,Venkatesh Graffiti Elan Phase 1,2,0.517,,32,,2,0,0,0,5170000,5170000
794,Manjari Road,Venkatesh Graffiti Elan Phase 1,2,0.5652,,32,,2,0,0,0,5652000,5652000
495,Sus Road-Pashan,Trimurti Elina Phase 2,2,0.6501,3,28,,3,0,0,0,6501000,6501000
608,Sus Road-Pashan,Trimurti Elina Phase 2,2,0.7972,3,28,,3,0,0,0,7972000,7972000
351,Handewadi Road-Hadapsar,Lushlife Impero,1,0.3102,,22,,2,0,0,0,3102000,3102000
545,Handewadi Road-Hadapsar,Lushlife Impero,2,0.5285,,22,,2,0,0,0,5285000,5285000
500,Talegaon Dabhade,Rohan Anand Phase II,2,0.32,"[nan, nan]",,110,2,0,0,0,3200000,3200000
604,Pimpri Chinchwad,Pegasus Megapolis Symphony Phase I,2,0.4805,"[nan, nan]",,,2,0,0,0,4805000,4805000
857,Bibwewadi,Park Landmark Phase II,2,1.15,,665,,2,0,0,0,11500000,11500000
1122,Bibwewadi,Park Landmark Phase II,3,1.47,,665,,2,0,0,0,14700000,14700000
405,Pimpri Chinchwad,Saheel Itrend Homes Phase I,2,0.4799,7, 275/1 And 276/1,,3,0,0,0,4799000,4799000
514,Pimpri Chinchwad,Saheel Itrend Homes Phase I,2,0.52,7, 275/1 And 276/1,,3,0,0,0,5200000,5200000
902,Baner,Baner,2,0.7721,"[nan, nan]",,,,0,1,0,7721000,7721000
730,Baner,Baner,2,0.81,"[nan, nan]",,,,0,1,0,8100000,8100000
1500,Mundhwa,Goel Ganga Carnation,3,1.4,"[nan, nan]",,,,1.4,0,1,14000000,13860000
950,Punawale,Samarttha 45 Shashwat Avenue C,3,0.655,"[nan, nan]",,,,0,1,0,6550000,6550000
880,Hinjewadi,Park District,3,0.7218,"[nan, nan]",,,,0,1,0,7218000,7218000
694,Hinjewadi,Park District,2,0.55,"[nan, nan]",,,,0,1,0,5500000,5500000
831,Balewadi,PurpleRealtorsCom,2,0.8,"[nan, nan]",,,,0,1,0,8000000,8000000
768,Punawale,Legacy Ivy,2,0.58,"[nan, nan]",,,,0,0,1,5800000,5800000
475,Ravet,Star Vista,1,0.34,"[nan, nan]",,,,0,1,0,3400000,3400000
1000,Ravet,Star Vista,3,0.7,"[nan, nan]",,,,0,0,1,7000000,7000000
878,Wakad,Five Star ANP Memento,3,0.85,"[nan, nan]",,,,0,0,1,8500000,8500000
1113,Balewadi,Tejraj,3,1.35,"[nan, nan]",,,,0,0,1,13500000,13500000
1742,Balewadi,Anp Universe,4,2.25,"[nan, nan]",,,,0,0,1,22500000,22500000
892,Tathawade,Vardhaman Moonstone,3,0.7,"[nan, nan]",,,,0,0,1,7000000,7000000
671,Ravet,Runal Spacio,2,0.55,"[nan, nan]",,,,0,1,0,5500000,5500000
747,Punawale,Legacy Ivy,2,0.55,"[nan, nan]",,,,0,1,0,5500000,5500000
1201,Wakad,Five Star ANP Memento,4,1.1,"[nan, nan]",,,,0,0,1,11000000,11000000
783,Ravet,Sukhwani Nysa,2,0.592,"[nan, nan]",,,,0,1,0,5920000,5920000
731,Ravet,Sukhwani Nysa,2,0.5559,"[nan, nan]",,,,0,1,0,5559000,5559000
1125,Pimpri Chinchwad,Kasturi Building D3 Eon Homes,2,0.7769,,,,,0,0,0,7769000,7769000
1235,Pimpri Chinchwad,Kasturi Building D3 Eon Homes,3,0.8505,,,,,0,0,0,8505000,8505000
598,Pimpri Chinchwad,Namrata Life 360 Phase I,2,0.72,,,,2,0,0,0,7200000,7200000
622,Pimpri Chinchwad,Namrata Life 360 Phase I,2,0.7486,,,,2,0,0,0,7486000,7486000
500,Pimpri Chinchwad,Saheel Itrend Homes,2,0.389,,275/1 And 276/1,,6,0,0,0,3890000,3890000
628,Pimpri Chinchwad,Saheel Itrend Homes,5,0.4791,,275/1 And 276/1,,6,0,0,0,4791000,4791000
448,Kharadi,VTP Township Codename Pegasus,1,0.37,,,,,0,0,0,3700000,3700000
1093,Kharadi,VTP Township Codename Pegasus,3,0.86,,,,,0,0,0,8600000,8600000
749,Pimpri Chinchwad,K Ville,3,0.5896,,67,,2,0,0,0,5896000,5896000
1032,Pimpri Chinchwad,K Ville,5,0.8212,,67,,2,0,0,0,8212000,8212000
447,Pimpri Chinchwad,Ravitej,1,0.2305,,,243,3,0,0,0,2305000,2305000
613,Pimpri Chinchwad,Ravitej,2,0.3158,,,243,3,0,0,0,3158000,3158000
586,Handewadi Road-Hadapsar,Majestique Rhythm County Phase 1,2,0.345,,10,,4,0,0,0,3450000,3450000
717,Handewadi Road-Hadapsar,Majestique Rhythm County Phase 1,3,0.4388,,10,,4,0,0,0,4388000,4388000
672,Kondhwa Road,Kumar Palmgrove Pune,2,0.68,,,,,0,0,0,6800000,6800000
675,Kondhwa Road,Kumar Palmgrove Pune,2,0.683,,,,,0,0,0,6830000,6830000
976,Kharadi,Ganga Platino Phase III,3,1.04,,61/1/1/2,,4,0,0,0,10400000,10400000
2960,Kharadi,Ganga Platino Phase III,3.5,3.02,,61/1/1/2,,4,0,0,0,30200000,30200000
1100,Paud Road,Sobha Nesara Block 3,3,1.75,"[nan, nan]",,,,0,0,0,17500000,17500000
430,Pune-Solapur Highway,Joyville Hadapsar Annexe,1,0.375,,,,2,0,0,0,3750000,3750000
894,Pune-Solapur Highway,Joyville Hadapsar Annexe,3,0.823,,,,2,0,0,0,8230000,8230000
580,Kondhwa,Three Jewels,2,0.5903,,45,,8,0,0,0,5903000,5903000
712,Kondhwa,Three Jewels,2.5,0.7934,,45,,8,0,0,0,7934000,7934000
358,Pimpri Chinchwad,Rohan Prathama,1,0.36,,137/1/1/,,2,0,0,0,3600000,3600000
566,Pimpri Chinchwad,Rohan Prathama,2,0.6211,,137/1/1/,,2,0,0,0,6211000,6211000
693,Pashan Road,Siddh Amara,3,0.7626,,,,3,0,0,0,7626000,7626000
1048,Pashan Road,Siddh Amara,5,1.11,,,,3,0,0,0,11100000,11100000
385,Talegaon Dabhade,Naiknavare Neelaya,1,0.238,,,,,0,0,0,2380000,2380000
529,Talegaon Dabhade,Naiknavare Neelaya,2,0.331,,,,,0,0,0,3310000,3310000
397,Pimpri Chinchwad,Kolte Patil Life Republic Sector R16 16th Avenue Arezo,1,0.3228,,,,5,0,0,0,3228000,3228000
628,Pimpri Chinchwad,Kolte Patil Life Republic Sector R16 16th Avenue Arezo,2,0.5076,,,,5,0,0,0,5076000,5076000
450,Dr. D. Y. Patil School of Engineering,The Pride World City,1,0.3375,,,,,0,0,0,3375000,3375000
1424,Dr. D. Y. Patil School of Engineering,The Pride World City,3,1.21,,,,,0,0,0,12100000,12100000
606,Pimpri Chinchwad,Ganga Amber,2,0.5206,,59,,4,0,0,0,5206000,5206000
790,Pimpri Chinchwad,Ganga Amber,2,0.675,,59,,4,0,0,0,6750000,6750000
521,Magarpatta Road,Prithvi Proximus,2,0.65,1, 171/17 ,,,0,0,0,6500000,6500000
641,Magarpatta Road,Prithvi Proximus,2,0.7997,1, 171/17 ,,,0,0,0,7997000,7997000
913,Punawale,Legacy Lifespaces Liva,3,0.6751,"[nan, nan]",,,,0,1,0,6751000,6751000
2190,Wakad,Pride Purple Park Titanium,4,2.81,"[nan, nan]",,,,0,1,0,28100000,28100000
1824,Wakad,Kasturi Epitome,4,2.31,"[nan, nan]",,,,0,1,0,23100000,23100000
1247,Wakad,Pride Purple Park Ivory,3,1.39,"[nan, nan]",,,,0,1,0,13900000,13900000
